,city,lon,lat,wind_speed,max_temp,humidity,date,country,cloud
280,Buala,159.59,-8.14,4.09,85.3,70,1584494142,SB,7
281,Mwense,28.7,-10.38,0.89,65.25,98,1584494142,ZM,62
282,Ixtapa,-105.2,20.7,9.17,77.0,78,1584494142,MX,90
283,Nagato,131.2,34.38,8.05,57.2,76,1584494143,JP,40
284,Bambanglipuro,110.28,-7.95,3.56,77.65,86,1584494143,ID,88
285,Pithorāgarh,80.22,29.58,2.48,46.67,83,1584494144,IN,0
286,Ostrovnoy,39.51,68.05,14.16,16.61,95,1584493866,RU,28
287,Lompoc,-120.46,34.64,9.17,55.99,54,1584493861,US,20
288,Balakhninskiy,114.28,58.01,7.61,18.95,94,1584494145,RU,100
289,Evangelista,121.1,13.33,8.99,80.01,79,1584494145,PH,74
290,Ruzsa,19.75,46.29,2.24,37.99,74,1584494145,HU,0
291,Hobyo,48.53,5.35,11.99,77.61,78,1584494145,SO,36
292,Bambuí,-45.98,-20.01,2.01,69.55,89,1584494146,BR,30
293,Lewistown,-77.57,40.6,8.05,50.0,65,1584493975,US,90
294,High Level,-117.14,58.52,8.05,21.2,53,1584494146,CA,40
295,Caniço,-16.85,32.63,24.16,60.8,67,1584494147,PT,40
296,Lac du Bonnet,-96.06,50.25,4.0,21.0,64,1584494147,CA,100
297,Unaí,-46.91,-16.36,1.61,69.53,89,1584494147,BR,18
298,Shaunavon,-108.42,49.65,15.5,23.14,87,1584494148,CA,38
299,Nuuk,-51.72,64.18,13.87,19.4,48,1584494148,GL,100
300,Safford,-109.71,32.83,8.05,73.4,16,1584494148,US,1
301,Manavālakurichi,77.3,8.13,26.73,78.8,78,1584494148,IN,20
302,Fatsa,37.5,41.03,2.24,37.4,83,1584494148,TR,75
303,Anaco,-64.47,9.44,7.09,76.35,67,1584494149,VE,68
304,Kendari,122.5,-3.94,2.71,78.12,89,1584494149,ID,59
305,Rosita,-84.4,13.93,3.83,71.96,95,1584494149,NI,38
306,Cimarron Hills,-104.7,38.86,4.7,48.0,75,1584493920,US,40
307,Mitha Tiwana,72.11,32.25,5.95,65.12,56,1584494149,PK,82
308,Brigantine,-74.36,39.41,4.7,55.4,76,1584494150,US,90
309,Anglet,-1.51,43.48,4.7,52.0,93,1584494150,FR,3
310,Utete,38.76,-7.99,2.53,73.04,96,1584494150,TZ,82
311,São Félix do Xingu,-51.99,-6.64,2.08,74.07,96,1584494150,BR,97
312,Namatanai,152.43,-3.67,4.34,84.06,71,1584494150,PG,100
313,Hirara,125.28,24.8,10.29,73.4,68,1584494151,JP,40
314,Faanui,-151.75,-16.48,7.4,83.66,70,1584494151,PF,95
315,Teya,92.63,60.38,5.28,10.58,85,1584494151,RU,100
316,Pisco,-76.22,-13.7,12.75,73.4,78,1584493975,PE,90
317,Cap Malheureux,57.61,-19.98,6.76,78.39,81,1584493905,MU,0
318,Innisfail,146.03,-17.53,10.16,76.08,88,1584494152,AU,58
319,Razdol'noye,131.92,43.55,4.47,39.2,55,1584494152,RU,0
320,Tabat,115.23,-2.63,3.29,78.35,82,1584494152,ID,1
321,Deder,41.45,9.32,3.51,68.86,68,1584494152,ET,94
322,Feuchtwangen,10.33,49.17,3.36,43.0,100,1584494153,DE,1
323,Kavaratti,72.64,10.57,4.61,82.53,69,1584493961,IN,38
324,Shashi,112.24,30.31,5.79,55.76,81,1584494153,CN,21
325,Tiarei,-149.33,-17.53,8.05,89.6,66,1584494008,PF,40
326,Mīnāb,57.08,27.15,4.7,60.8,93,1584494154,IR,0
327,Nome,-165.41,64.5,3.36,32.0,92,1584493948,US,90
328,Aranos,19.12,-24.13,9.6,69.98,69,1584494154,NA,1
329,Makkah al Mukarramah,39.83,21.43,2.68,71.56,51,1584493961,SA,0
330,Acapulco de Juárez,-99.89,16.86,13.87,84.2,79,1584494155,MX,5
331,Great Yarmouth,1.73,52.61,18.34,52.0,81,1584494155,GB,94
332,Quzhou,118.87,28.96,3.02,55.51,91,1584494155,CN,100
333,Álamo,-97.68,20.92,9.17,78.8,78,1584494155,MX,90
334,Arrondissement de Langres,5.33,47.83,5.82,46.0,100,1584494155,FR,1
335,Kieta,155.63,-6.22,3.31,84.36,68,1584493961,PG,42
336,Tautira,-149.15,-17.73,8.05,89.6,66,1584494156,PF,40
337,Mawlaik,94.42,23.63,1.45,62.64,48,1584494156,MM,0
338,Quatre Cocos,57.76,-20.21,3.8,78.78,77,1584493955,MU,0
339,Shitanjing,106.34,39.23,6.73,43.77,21,1584494156,CN,13
340,Prudnik,17.57,50.32,5.57,44.01,78,1584494157,PL,72
341,Morondava,44.28,-20.28,3.22,72.03,90,1584494157,MG,0
342,Ankazoabo,44.52,-22.28,6.6,65.16,91,1584494157,MG,0
343,Kiryat Gat,34.76,31.61,5.82,54.0,93,1584494158,IL,75
344,Cabra,-4.44,37.47,11.41,60.01,71,1584494158,ES,26
345,Goderich,-81.72,43.75,4.76,33.01,79,1584494159,CA,34
346,Vardø,31.11,70.37,8.86,29.16,86,1584494159,NO,95
347,Khvoynaya,34.53,58.9,11.3,32.94,86,1584494159,RU,97
348,Tura,90.22,25.52,2.01,64.6,46,1584493980,IN,0
349,Haines Junction,-137.51,60.75,3.04,25.57,76,1584493776,CA,53
350,Puerto Baquerizo Moreno,-89.6,-0.9,10.29,80.6,78,1584494160,EC,40
351,Caravelas,-39.25,-17.71,10.67,81.01,83,1584494160,BR,0
352,Mackenzie,-123.17,55.3,2.24,35.6,40,1584494160,CA,1
353,Vágur,-6.81,61.47,39.01,39.83,73,1584494160,FO,85
354,Opuwo,13.84,-18.06,8.5,67.6,78,1584494161,NA,47
355,Grand Gaube,57.66,-20.01,5.82,73.4,100,1584494161,MU,20
356,Camacha,-16.33,33.08,19.46,60.8,59,1584494161,PT,75
357,Mezen',44.24,65.85,14.05,25.72,93,1584493969,RU,100
358,Tabuk,121.44,17.42,6.73,71.02,81,1584494162,PH,78
359,Kaeo,173.78,-35.1,3.0,71.01,49,1584494162,NZ,0
360,Guadalupe,-100.25,25.68,6.93,87.8,46,1584494014,MX,40
361,Sokolo,-6.12,14.73,9.33,81.09,11,1584494163,ML,81
362,Linxia Chengguanzhen,103.21,35.6,2.37,35.74,54,1584494098,CN,66
363,Nishihara,127.76,26.18,9.17,68.0,60,1584494163,JP,75
364,Westport,-73.36,41.14,9.84,52.0,75,1584494163,US,1
365,Sørland,12.69,67.67,26.22,41.18,71,1584493961,NO,93
366,Iquitos,-73.25,-3.75,3.36,73.4,94,1584494009,PE,75
367,Luau,22.22,-10.71,4.72,65.8,97,1584494165,AO,100
368,Weligama,80.42,5.97,11.56,77.32,76,1584494165,LK,100
369,Vila Franca do Campo,-25.43,37.72,3.36,55.4,76,1584493774,PT,20
370,Matagami,-77.63,49.75,11.41,12.2,72,1584494166,CA,1
371,Nyurba,118.33,63.28,5.28,-7.08,91,1584494166,RU,100
372,Tabou,-7.35,4.42,3.38,77.29,95,1584494166,CI,84
373,North Bend,-124.22,43.41,4.7,52.0,70,1584493911,US,90
374,Pankovka,31.2,58.5,11.01,36.61,80,1584494167,RU,91
375,Ayr,-4.63,55.46,13.87,41.0,86,1584494167,GB,100
376,Maizuru,135.33,35.45,5.82,55.99,93,1584494168,JP,75
377,Yangi Marg`ilon,71.72,40.43,11.41,55.4,47,1584494168,UZ,72
378,Tignère,12.65,7.37,2.53,71.1,22,1584494169,CM,94
379,Bāfq,55.41,31.61,9.55,62.02,36,1584494169,IR,4
380,Chumikan,135.31,54.72,8.5,27.81,76,1584494169,RU,61
381,Letlhakane,25.58,-21.42,13.4,67.1,68,1584494169,BW,33
382,Kikuyu,36.66,-1.25,6.93,66.2,93,1584494169,KE,75
383,Chiredzi,31.67,-21.05,6.49,64.89,82,1584494170,ZW,51
384,Homer,-151.55,59.64,3.36,36.0,86,1584494170,US,90
385,Māndal,74.57,25.45,3.04,63.59,35,1584494170,IN,0
386,Tazovsky,78.7,67.47,11.83,19.96,94,1584494009,RU,100
387,Berbera,45.01,10.44,6.82,78.82,85,1584494171,SO,48
388,Stokmarknes,14.91,68.56,13.0,37.0,88,1584493964,NO,77
389,Alyangula,136.42,-13.85,8.05,89.6,55,1584493900,AU,40
390,Lüderitz,15.16,-26.65,9.17,59.0,87,1584494172,NA,0
391,Meulaboh,96.13,4.14,6.38,79.63,77,1584494172,ID,100
392,Dickinson,-95.05,29.46,8.05,75.99,78,1584494173,US,75
393,Bilibino,166.44,68.05,7.67,17.69,91,1584494173,RU,100
394,Iowa City,-91.53,41.66,8.05,45.0,75,1584494173,US,40
395,Weihai,122.11,37.5,18.34,50.07,53,1584494173,CN,0
396,Mount Isa,139.5,-20.73,12.75,87.8,33,1584493932,AU,0
397,Adrar,-10.07,20.5,10.71,67.62,28,1584494174,MR,85
398,Balaipungut,101.28,1.05,1.25,78.8,88,1584494174,ID,75
399,Warkworth,174.67,-36.4,8.05,70.0,40,1584494174,NZ,0
400,Morki,48.99,56.43,6.02,27.46,90,1584494174,RU,23
401,Huacho,-77.61,-11.11,6.51,73.09,70,1584494174,PE,99
402,Kuching,110.33,1.55,4.7,77.0,100,1584494175,MY,40
403,Colares,-9.45,38.8,11.41,59.0,54,1584494175,PT,26
404,Katobu,122.53,-4.94,2.89,78.82,86,1584494175,ID,95
405,Rongcheng,117.85,30.63,3.36,56.03,82,1584494175,CN,0
406,Pacific Grove,-121.92,36.62,6.93,55.4,66,1584493749,US,20
407,Inuvik,-133.72,68.35,0.76,23.0,67,1584494175,CA,40
408,Dāmghān,54.35,36.17,7.16,51.53,73,1584494176,IR,68
409,Tytuvėnai,23.2,55.6,10.29,39.2,86,1584494176,LT,70
410,Hinatuan,126.33,8.37,1.19,80.71,73,1584494176,PH,68
411,Quartucciu,9.18,39.25,10.29,59.0,82,1584494176,IT,20
412,Ceres,-120.96,37.59,14.99,55.99,62,1584494177,US,75
413,Brekstad,9.67,63.69,14.99,37.4,69,1584494177,NO,88
414,Vredendal,18.5,-31.67,3.15,55.4,97,1584494177,ZA,3
415,Nikšić,18.94,42.77,5.93,48.2,93,1584494177,ME,73
416,Voskresenskoye,45.43,56.84,8.03,33.15,96,1584494178,RU,76
417,Laizhou,119.93,37.18,11.92,52.61,44,1584494178,CN,0
418,Valparaíso,-71.63,-33.04,3.36,59.0,93,1584493648,CL,0
419,Neuquén,-68.06,-38.95,5.82,69.8,43,1584493943,AR,40
420,Bandar-e Lengeh,54.88,26.56,6.93,68.0,88,1584494179,IR,0
421,Kamenskiy,45.49,50.89,7.25,32.0,63,1584494179,RU,0
422,Dothan,-85.39,31.22,4.03,77.0,73,1584494179,US,90
423,Vishnyakovskiye Dachi,38.13,55.76,6.71,35.6,69,1584494179,RU,53
424,Elizabeth City,-76.25,36.29,5.82,62.6,77,1584494180,US,90
425,Pochutla,-96.47,15.74,11.41,84.2,70,1584493916,MX,75
426,San Rafael,-68.33,-34.62,8.48,68.14,28,1584494180,AR,0
427,Ryōtsu-minato,138.43,38.08,13.87,44.6,87,1584494180,JP,75
428,Brae,-1.35,60.4,27.51,41.0,69,1584494180,GB,39
429,Luganville,167.17,-15.53,9.17,78.8,100,1584493996,VU,75
430,Mâncio Lima,-72.9,-7.61,1.21,71.17,99,1584494181,BR,100
431,Kuusamo,29.18,65.97,11.41,32.0,93,1584494181,FI,90
432,Vestmannaeyjar,-20.27,63.44,13.0,31.19,72,1584494181,IS,13
433,Pimenta Bueno,-61.19,-11.67,3.51,75.18,95,1584494034,BR,97
434,Murray Bridge,139.27,-35.12,10.0,90.0,30,1584494182,AU,26
435,Shirgaon,72.7,19.7,9.93,79.38,67,1584494182,IN,0
436,Aykhal,111.5,66.0,6.71,-13.0,69,1584494182,RU,0
437,Guerrero Negro,-114.06,27.98,11.27,67.03,47,1584494182,MX,0
438,San Cristobal,-72.22,7.77,4.7,82.4,61,1584493745,VE,40
439,Stonehaven,-2.21,56.96,8.05,41.0,75,1584494183,GB,75
440,Alofi,-169.92,-19.06,11.41,86.0,79,1584494183,NU,75
441,Puerto Escondido,-97.07,15.85,9.17,84.2,79,1584493931,MX,40
442,Grand-Lahou,-5.02,5.14,20.27,83.64,81,1584494184,CI,100
443,Guánica,-66.91,17.97,16.11,78.01,78,1584494184,PR,75
444,Cortazar,-100.93,20.48,6.15,73.0,45,1584494184,MX,2
445,Bila Tserkva,30.11,49.81,5.01,35.44,93,1584493998,UA,11
446,Lodja,23.43,-3.48,1.54,67.15,99,1584494185,CD,100
447,Saint-Pierre,55.48,-21.34,5.82,75.2,88,1584493974,RE,90
448,Havre-St-Pierre,-63.6,50.23,17.22,28.4,86,1584494185,CA,90
449,Brookhaven,-90.44,31.58,3.36,73.0,83,1584493942,US,90
450,Okhotsk,143.3,59.38,4.7,6.28,76,1584493890,RU,0
451,Dalvik,-18.53,65.97,28.86,32.0,95,1584494186,IS,90
452,Kumul,93.45,42.8,2.62,40.21,23,1584494186,CN,17
453,Traverse City,-85.62,44.76,3.36,32.0,63,1584494186,US,20
454,Pascagoula,-88.56,30.37,3.36,72.0,88,1584494186,US,20
455,Santiago,-70.65,-33.46,12.75,69.8,43,1584493894,CL,0
456,Atambua,124.89,-9.11,1.57,79.47,76,1584494187,ID,16
457,Khovd,91.64,48.01,2.19,26.08,47,1584493940,MN,0
458,Abhā,42.51,18.22,9.17,62.6,82,1584494188,SA,40
459,Les Cayes,-73.75,18.2,6.82,79.81,68,1584494188,HT,0
460,Iranshahr,60.68,27.2,6.93,66.2,29,1584494187,IR,0
461,Santa Rosa,121.11,14.31,4.7,86.0,55,1584494188,PH,20
462,Khanpur,70.66,28.65,3.49,69.76,28,1584494188,PK,8
463,Kargasok,80.86,59.06,23.82,23.72,87,1584494189,RU,92
464,Arman',150.17,59.7,7.34,12.31,85,1584494189,RU,100
465,Kahului,-156.47,20.89,4.7,73.4,88,1584494111,US,75
466,Owando,15.9,-0.48,2.8,73.27,86,1584494189,CG,87
467,Samsun Province,36.33,41.25,9.17,39.2,60,1584494190,TR,75
468,Vestmanna,-7.17,62.16,18.34,37.4,70,1584494190,FO,43
469,Oranjemund,16.43,-28.55,5.06,60.15,93,1584494190,NA,0
470,Mokhsogollokh,128.92,61.47,4.43,4.24,92,1584493878,RU,91
471,Mossamedes,12.15,-15.2,5.21,73.27,80,1584494191,AO,100
472,Ucluelet,-125.55,48.93,5.82,55.99,57,1584494049,CA,5
473,Ketchikan,-131.65,55.34,14.99,48.2,61,1584494191,US,1
474,Ancud,-73.82,-41.87,4.7,50.0,100,1584493973,CL,21
475,Ishigaki,124.16,24.34,9.17,73.4,64,1584494191,JP,20
476,Kashgar,75.98,39.45,11.18,44.6,26,1584494192,CN,100
477,Otradnoye,30.82,59.78,8.95,39.2,86,1584494192,RU,75
478,Poconé,-56.62,-16.26,3.38,78.62,83,1584494013,BR,28
479,Solnechnyy,136.63,50.72,3.11,25.57,92,1584494192,RU,100
480,Daşoguz,59.97,41.84,6.93,51.8,57,1584494192,TM,90
481,Midland,-102.08,32.0,10.29,68.0,56,1584494193,US,1
482,Tateyama,139.87,34.98,4.7,60.8,50,1584494193,JP,20
483,Vaitape,-151.75,-16.52,7.4,83.66,70,1584494193,PF,95
484,Belmonte,-38.88,-15.86,5.82,80.6,78,1584493988,BR,40
485,Vanavara,102.28,60.34,4.23,-1.44,94,1584494194,RU,42
486,Malanje,16.34,-9.54,2.91,63.46,98,1584494194,AO,60
487,Riyadh,46.72,24.69,9.17,73.4,33,1584494184,SA,20
488,Toma,-2.88,12.77,3.31,88.86,34,1584494194,BF,88
489,Bilma,12.92,18.69,9.51,73.4,9,1584494194,NE,0
490,Katsuura,140.3,35.13,4.7,55.4,50,1584494195,JP,20
491,Vinh,105.67,18.67,3.11,74.64,93,1584494195,VN,98
492,Krutaya Gorka,73.22,55.36,15.66,28.4,79,1584494195,RU,40
493,Vermilion,-87.75,40.17,3.29,44.6,70,1584494195,US,1
494,Ternate,127.4,0.8,2.39,82.44,68,1584494195,ID,6
495,Najrān,44.13,17.49,4.7,75.2,36,1584494196,SA,15
496,Eureka,-124.16,40.8,4.7,46.99,87,1584494196,US,90
497,Troitskoye,84.68,52.98,11.07,31.69,89,1584494196,RU,100
498,Kavieng,150.8,-2.57,13.31,82.78,77,1584494180,PG,100
499,Salalah,54.09,17.02,4.7,78.8,61,1584494178,OM,75
500,Iquique,-70.14,-20.22,13.87,73.4,60,1584494184,CL,26
501,Gambiran,111.5,-6.8,3.29,77.56,89,1584494197,ID,83
502,Shache,77.24,38.42,4.14,48.02,25,1584494197,CN,100
503,Kargopol',38.95,61.51,12.82,31.28,87,1584494198,RU,97
504,Vysokogornyy,139.15,50.12,2.44,23.58,91,1584494199,RU,100
505,Zaria,7.72,11.11,7.38,73.53,8,1584494199,NG,100
506,Kirakira,161.92,-10.45,3.58,83.01,74,1584493854,SB,68
507,Sulangan,123.72,11.14,11.86,80.04,77,1584494199,PH,91
508,Tenosique,-91.43,17.48,5.32,83.97,53,1584494200,MX,4
509,Orocué,-71.34,4.79,4.76,88.75,34,1584494200,CO,77
510,Sharjah city,55.4,25.36,2.24,78.01,72,1584494200,AE,0
511,Sydney,151.21,-33.87,9.17,75.99,47,1584494158,AU,20
512,Kalakamati,27.31,-20.59,11.41,63.79,77,1584494200,BW,75
513,Grand Junction,-108.55,39.06,18.34,62.6,14,1584494165,US,1
514,Springfield,-93.3,37.22,10.29,51.01,81,1584494057,US,90
515,Gobabis,18.97,-22.45,1.12,68.0,82,1584494202,NA,64
516,Kamenka,42.77,51.32,5.77,28.99,64,1584493978,RU,69
517,Valley City,-98.0,46.92,10.29,33.8,93,1584494102,US,90
518,Dongsheng,109.98,39.82,24.67,43.09,23,1584494202,CN,85
519,Kisi,3.85,9.08,5.3,81.14,59,1584494203,NG,43
520,Balclutha,169.75,-46.23,3.83,59.77,43,1584494203,NZ,5
521,Araouane,-3.53,18.9,8.14,78.82,9,1584493961,ML,75
522,Padang,100.35,-0.95,4.76,68.52,89,1584494204,ID,55
523,Srednekolymsk,153.68,67.45,9.69,-7.49,91,1584494204,RU,76
524,Maswa,33.98,-2.68,3.29,64.96,92,1584494204,TZ,100
525,Séguéla,-6.67,7.96,5.32,77.5,79,1584494205,CI,82
526,Half Moon Bay,-122.43,37.46,8.05,55.4,66,1584493924,US,75
527,Luís Correia,-41.67,-2.88,4.27,76.78,91,1584494205,BR,100
528,Gladstone,151.25,-23.85,13.87,80.6,51,1584494206,AU,40
529,Nizwá,57.53,22.93,1.23,59.14,51,1584494206,OM,0
530,Kunming,102.72,25.04,2.24,48.2,100,1584494206,CN,40
531,Klaksvík,-6.59,62.23,18.34,37.4,69,1584494206,FO,43
532,Fereydūnkenār,52.52,36.69,3.85,50.41,85,1584494207,IR,100
533,Kichera,110.1,55.94,3.13,10.51,85,1584494207,RU,87
534,Moose Factory,-80.61,51.26,4.7,8.6,60,1584493877,CA,1
535,Dutse,9.34,11.76,7.99,73.22,8,1584494207,NG,100
536,Steamboat Springs,-106.83,40.48,8.05,50.0,39,1584494209,US,1
537,Kushmurun,64.63,52.45,8.93,18.81,89,1584494209,KZ,0
538,Biała Podlaska,23.12,52.03,3.94,41.52,72,1584494209,PL,64
539,Kamwenge,30.45,0.19,1.07,64.06,93,1584494209,UG,90
540,Kneževo,17.38,44.49,3.36,42.8,70,1584494209,BA,79
541,Mergen,125.22,49.18,6.96,25.48,91,1584494210,CN,100
542,Nauchnyy Gorodok,83.52,53.42,20.13,30.2,74,1584494210,RU,40
543,Sioux Lookout,-91.92,50.1,8.05,23.0,38,1584494210,CA,75
544,Trairi,-39.27,-3.28,1.99,74.16,91,1584494210,BR,60
545,Along,94.77,28.17,4.43,54.09,76,1584494210,IN,67
546,Hailar,119.7,49.2,13.53,18.27,86,1584494122,CN,67
547,Peno,32.74,56.93,8.63,31.89,83,1584494211,RU,98
548,Orlik,99.83,52.52,4.45,-5.13,93,1584494211,RU,0
549,Adwa,38.9,14.16,3.47,57.99,44,1584494211,ET,92
550,Port Charlotte,-82.09,26.98,4.7,78.8,69,1584494211,US,90
551,Alvarães,-64.8,-3.22,2.06,76.21,96,1584494212,BR,97
552,Buchanan,-10.05,5.88,11.41,78.8,94,1584494212,LR,75
553,Oban,-5.47,56.41,3.0,42.01,85,1584494212,GB,100
554,Port Hedland,118.57,-20.32,9.17,95.0,36,1584494212,AU,0
555,Berdigestyakh,126.7,62.1,6.35,-2.45,94,1584494213,RU,99
556,Lodwar,35.6,3.12,4.72,83.19,55,1584494213,KE,88
557,Andalan,121.39,5.96,3.24,80.73,73,1584494213,PH,93
558,Nanzhang,111.84,31.78,2.48,59.11,60,1584494213,CN,0
559,General Roca,-67.58,-39.03,5.82,69.8,43,1584494213,AR,40
560,Kaset Sombun,101.95,16.28,4.27,79.52,63,1584494214,TH,45
